,Country Name,Country Code,Year,PIB_(1000_US$)
10185,Marshall Islands,MHL,1998,112279.4
10186,Middle income,MIC,1998,5506832380.38102
10187,North Macedonia,MKD,1998,3756208.7912087897
10188,Mali,MLI,1998,2920358.5867523397
10189,Malta,MLT,1998,3923637.9710465204
10191,Middle East & North Africa (excluding high income),MNA,1998,412073256.189346
10193,Mongolia,MNG,1998,1124440.2489783
10195,Mozambique,MOZ,1998,5613212.4955788
10196,Mauritania,MRT,1998,1375115.53195102
10197,Mauritius,MUS,1998,4169664.28538681
10198,Malawi,MWI,1998,1750584.26528754
10199,Malaysia,MYS,1998,72167498.9808398
10200,North America,NAC,1998,9697762238.40681
10201,Namibia,NAM,1998,3826527.63055551
10202,New Caledonia,NCL,1998,3158806.4802610697
10203,Niger,NER,1998,2076737.35667897
10204,Nigeria,NGA,1998,54604050.1681818
10205,Nicaragua,NIC,1998,4635267.22484195
10206,Netherlands,NLD,1998,438008220.39546794
10207,Norway,NOR,1998,154163364.30266002
10208,Nepal,NPL,1998,4856255.04439064
10210,New Zealand,NZL,1998,56227169.8510448
10211,OECD members,OED,1998,25534580124.5092
10212,Oman,OMN,1998,14085373.2119636
10213,Other small states,OSS,1998,75063728.532379
10214,Pakistan,PAK,1998,62191955.8143478
10215,Panama,PAN,1998,11575486.4
10216,Peru,PER,1998,55501467.877381
10217,Philippines,PHL,1998,72207028.7677598
10219,Papua New Guinea,PNG,1998,3789443.0146166207
10220,Poland,POL,1998,174388271.8536
10221,Pre-demographic dividend,PRE,1998,208223140.65964398
10222,Puerto Rico,PRI,1998,54086400.0
10224,Portugal,PRT,1998,123946327.91629599
10225,Paraguay,PRY,1998,9260481.57242462
10226,West Bank and Gaza,PSE,1998,4067800.0
10227,Pacific island small states,PSS,1998,3413688.2450637002
10228,Post-demographic dividend,PST,1998,24615417115.160698
10229,French Polynesia,PYF,1998,3775160.79738928
10230,Qatar,QAT,1998,10255495.0274725
10231,Romania,ROU,1998,41694118.9725101
10232,Russian Federation,RUS,1998,270955486.86244196
10233,Rwanda,RWA,1998,1989343.4952184397
10234,South Asia,SAS,1998,558476303.692602
10235,Saudi Arabia,SAU,1998,146775498.08
10236,Sudan,SDN,1998,11250327.988047801
10237,Senegal,SEN,1998,6368265.193698879
10238,Singapore,SGP,1998,85728310.2294455
10239,Solomon Islands,SLB,1998,471177.008057148
10240,Sierra Leone,SLE,1998,672375.9273471481
10241,El Salvador,SLV,1998,10936669.9
10244,Serbia,SRB,1998,18284194.6803844
10245,Sub-Saharan Africa (excluding high income),SSA,1998,368755639.167539
10247,Sub-Saharan Africa,SSF,1998,369368201.56132203
10248,Small states,SST,1998,108605731.058466
10250,Suriname,SUR,1998,1110850.0
10251,Slovak Republic,SVK,1998,29856000.671216
10252,Slovenia,SVN,1998,22146232.1119446
10253,Sweden,SWE,1998,268916086.994805
10254,Eswatini,SWZ,1998,1576904.2924588001
10256,Seychelles,SYC,1998,608369.282225727
10257,Syrian Arab Republic,SYR,1998,15200846.1384615
10259,Chad,TCD,1998,1744794.457276
10260,East Asia & Pacific (IDA & IBRD countries),TEA,1998,1430165481.62157
10261,Europe & Central Asia (IDA & IBRD countries),TEC,1998,946380468.8914359
10262,Togo,TGO,1998,1587345.9509742998
10263,Thailand,THA,1998,113675706.127265
10264,Tajikistan,TJK,1998,1320242.08086531
10265,Turkmenistan,TKM,1998,2605688.0650833803
10266,Latin America & the Caribbean (IDA & IBRD countries),TLA,1998,2199438672.25733
10268,Middle East & North Africa (IDA & IBRD countries),TMN,1998,407950744.42834604
10269,Tonga,TON,1998,188686.99731903503
10270,South Asia (IDA & IBRD),TSA,1998,558476303.692602
10271,Sub-Saharan Africa (IDA & IBRD countries),TSS,1998,369368201.56132203
10272,Trinidad and Tobago,TTO,1998,6043694.33021609
10273,Tunisia,TUN,1998,21803372.2666198
10274,Turkey,TUR,1998,275768693.191091
10275,Tuvalu,TUV,1998,12757.632868450803
10276,Tanzania,TZA,1998,12270448.7001994
10277,Uganda,UGA,1998,6584815.84652754
10278,Ukraine,UKR,1998,41883241.471736506
10279,Upper middle income,UMC,1998,4376068821.21791
10280,Uruguay,URY,1998,25385928.1983212
10281,United States,USA,1998,9062818211.0
10282,Uzbekistan,UZB,1998,14988971.210838301
10283,St. Vincent and the Grenadines,VCT,1998,373619.851851852
10284,"Venezuela, RB",VEN,1998,91331203.4331629
10287,Vietnam,VNM,1998,27209602.0500452
10288,Vanuatu,VUT,1998,262301.25276922795
10289,World,WLD,1998,31378238438.0148
10290,Samoa,WSM,1998,269481.52320046496
10292,"Yemen, Rep.",YEM,1998,6325141.6758698905
10293,South Africa,ZAF,1998,137774755.609072
10294,Zambia,ZMB,1998,3537683.04602331
10295,Zimbabwe,ZWE,1998,6401968.2
10296,Aruba,ABW,1999,1722798.88268156
10298,Angola,AGO,1999,6152922.94298032
10299,Albania,ALB,1999,3212119.04417089
10300,Andorra,AND,1999,1239876.30513531
10301,Arab World,ARB,1999,643960199.015505
10302,United Arab Emirates,ARE,1999,84445473.1109598
10303,Argentina,ARG,1999,283523000.0
10304,Armenia,ARM,1999,1845482.1814480103
10306,Antigua and Barbuda,ATG,1999,766198.925925926
10307,Australia,AUS,1999,388608221.58165205
10308,Austria,AUT,1999,217185787.342851
10309,Azerbaijan,AZE,1999,4581246.71332066
10310,Burundi,BDI,1999,808077.223365746
10311,Belgium,BEL,1999,258158533.98678896
10312,Benin,BEN,1999,2689787.91750711
10313,Burkina Faso,BFA,1999,2993753.18709677
10314,Bangladesh,BGD,1999,51270569.883527495
10315,Bulgaria,BGR,1999,13531969.3094629
10316,Bahrain,BHR,1999,6621010.37234043
10317,"Bahamas, The",BHS,1999,7683870.0
10318,Bosnia and Herzegovina,BIH,1999,4685733.115468411
10319,Belarus,BLR,1999,12138486.5320203
10320,Belize,BLZ,1999,732732.35
10321,Bermuda,BMU,1999,3324433.0
10322,Bolivia,BOL,1999,8285075.872273071
10323,Brazil,BRA,1999,599388579.985673
10324,Barbados,BRB,1999,3012081.7381792897
10325,Brunei Darussalam,BRN,1999,4600000.0
10326,Bhutan,BTN,1999,419035.810496981
10327,Botswana,BWA,1999,5484257.417178449
10328,Central African Republic,CAF,1999,999477.510686632
10329,Canada,CAN,1999,676084000.8076999
10330,Central Europe and the Baltics,CEB,1999,433961511.913474
10331,Switzerland,CHE,1999,289912794.567967
10332,Channel Islands,CHI,1999,6262740.65685164
10333,Chile,CHL,1999,75173794.4970321
10334,China,CHN,1999,1093997267.27106
10335,Cote d'Ivoire,CIV,1999,12376639.8229265
10336,Cameroon,CMR,1999,11198378.749471901
10337,"Congo, Dem. Rep.",COD,1999,4711259.42727273
10338,"Congo, Rep.",COG,1999,2353909.56394122
10339,Colombia,COL,1999,86186158.6847685
10340,Comoros,COM,1999,382454.989945311
10341,Cabo Verde,CPV,1999,592416.7030588781
10342,Costa Rica,CRI,1999,14195623.3429011
10343,Caribbean small states,CSS,1999,31872310.3023419
10344,Cuba,CUB,1999,28364615.2
10347,Cyprus,CYP,1999,10497908.3063646
10348,Czech Republic,CZE,1999,64867483.1931315
10349,Germany,DEU,1999,2194204133.81632
10350,Djibouti,DJI,1999,536080.148097299
10351,Dominica,DMA,1999,331759.0
10352,Denmark,DNK,1999,177965188.35469198
10353,Dominican Republic,DOM,1999,22137599.9861056
10354,Algeria,DZA,1999,48639108.3606213
10355,East Asia & Pacific (excluding high income),EAP,1999,1576445324.91212
10356,Early-demographic dividend,EAR,1999,3038346533.65205
10357,East Asia & Pacific,EAS,1999,7655470451.673719
10358,Europe & Central Asia (excluding high income),ECA,1999,626844160.435184
10359,Europe & Central Asia,ECS,1999,10655495547.5217
10360,Ecuador,ECU,1999,19645272.6363182
10361,"Egypt, Arab Rep.",EGY,1999,90710704.8068416
10362,Euro area,EMU,1999,7113968959.0635
10363,Eritrea,ERI,1999,688921.325712043
10364,Spain,ESP,1999,634693160.0255699
10365,Estonia,EST,1999,5762048.12606474
10366,Ethiopia,ETH,1999,7700833.48200615
10367,European Union,EUU,1999,9603170125.92836
10369,Finland,FIN,1999,135218410.398466
10370,Fiji,FJI,1999,1942170.99918765
10371,France,FRA,1999,1492647560.1960402
10372,Faroe Islands,FRO,1999,1120280.3818697901
10373,"Micronesia, Fed. Sts.",FSM,1999,220140.47184716898
10374,Gabon,GAB,1999,4662992.036207301
10375,United Kingdom,GBR,1999,1682399288.1410801
10376,Georgia,GEO,1999,2800026.33912617
10377,Ghana,GHA,1999,7719354.838709679
10379,Guinea,GIN,1999,3461282.2936462397
10380,"Gambia, The",GMB,1999,814723.4600837199
10381,Guinea-Bissau,GNB,1999,224446.66380054798
10382,Equatorial Guinea,GNQ,1999,621117.885668503
10383,Greece,GRC,1999,142540728.958023
10384,Grenada,GRD,1999,482009.37037037004
10385,Greenland,GRL,1999,1131561.5951377498
10386,Guatemala,GTM,1999,18318412.2513642
10388,Guyana,GUY,1999,694754.9882582951
10389,High income,HIC,1999,27045047676.750397
10390,"Hong Kong SAR, China",HKG,1999,165768095.391557
10391,Honduras,HND,1999,6414520.529616729
10392,Heavily indebted poor countries (HIPC),HPC,1999,151600183.815195
10393,Croatia,HRV,1999,23400480.8976757
10394,Haiti,HTI,1999,4153736.3474422297
10395,Hungary,HUN,1999,49073380.1737159
10396,IBRD only,IBD,1999,5341493579.75391
10397,IDA & IBRD total,IBT,1999,5761171179.36759
10398,IDA total,IDA,1999,421583625.7476379
10399,IDA blend,IDB,1999,183402333.849611
10400,Indonesia,IDN,1999,140001351.215462
10401,IDA only,IDX,1999,236791833.037738
10402,Isle of Man,IMN,1999,1567465.6568505
10403,India,IND,1999,458820417.337807
10405,Ireland,IRL,1999,98692079.26699339
10406,"Iran, Islamic Rep.",IRN,1999,113848450.088351
10408,Iceland,ISL,1999,8971609.106480509
10409,Israel,ISR,1999,117111535.207865
10410,Italy,ITA,1999,1252023758.78969
10411,Jamaica,JAM,1999,8851581.63265306
10412,Jordan,JOR,1999,8263921.01551481
10413,Japan,JPN,1999,4562078822.33545
10414,Kazakhstan,KAZ,1999,16870817.1347767
10415,Kenya,KEN,1999,12896013.5767324
10416,Kyrgyz Republic,KGZ,1999,1249061.48701457
10417,Cambodia,KHM,1999,3517242.4772285
10418,Kiribati,KIR,1999,69032.25806451609
10419,St. Kitts and Nevis,KNA,1999,406597.04148593
10420,"Korea, Rep.",KOR,1999,485248229.33665293
10421,Kuwait,KWT,1999,30123850.1971091
10422,Latin America & Caribbean (excluding high income),LAC,1999,1877181244.88078
10423,Lao PDR,LAO,1999,1454430.64249183
10424,Lebanon,LBN,1999,17391056.3692265
10426,Libya,LBY,1999,35976714.100905605
10427,St. Lucia,LCA,1999,824732.888888889
10428,Latin America & Caribbean,LCN,1999,2074490029.03721
10429,Least developed countries: UN classification,LDC,1999,187831477.568883
10430,Low income,LIC,1999,115973882.91142099
10431,Liechtenstein,LIE,1999,2664026.0950605804
10432,Sri Lanka,LKA,1999,15656327.8595696
10433,Lower middle income,LMC,1999,1230844090.02971
10434,Low & middle income,LMY,1999,5484850582.64734
10435,Lesotho,LSO,1999,912771.2906129801
10436,Late-demographic dividend,LTE,1999,3097584524.51296
10437,Lithuania,LTU,1999,10972878.6361675
10438,Luxembourg,LUX,1999,22235929.043255903
10439,Latvia,LVA,1999,7518044.679317799
10440,"Macao SAR, China",MAC,1999,6490571.70385015
10442,Morocco,MAR,1999,41632027.599853106
10443,Monaco,MCO,1999,2906009.3076651003
10444,Moldova,MDA,1999,1170782.9573744303
10445,Madagascar,MDG,1999,3717515.2825331897
10446,Maldives,MDV,1999,589239.753610875
10447,Middle East & North Africa,MEA,1999,866776888.217886
10448,Mexico,MEX,1999,600232874.042927
10449,Marshall Islands,MHL,1999,114326.3
10450,Middle income,MIC,1999,5370441885.8047
10451,North Macedonia,MKD,1999,3863743.4094903297
10452,Mali,MLI,1999,3439463.14035541
10453,Malta,MLT,1999,4127313.81833836
10455,Middle East & North Africa (excluding high income),MNA,1999,435806200.92429703
10457,Mongolia,MNG,1999,1057408.58868269
10459,Mozambique,MOZ,1999,5888561.099326029
10460,Mauritania,MRT,1999,1405662.87694378
10461,Mauritius,MUS,1999,4343710.33280658
10462,Malawi,MWI,1999,1775921.7181053397
10463,Malaysia,MYS,1999,79148421.0526316
10464,North America,NAC,1999,10310072635.8077
10465,Namibia,NAM,1999,3818954.4479908296
10466,New Caledonia,NCL,1999,3056999.9880914604
10467,Niger,NER,1999,2018193.7030604698
10468,Nigeria,NGA,1999,59372613.4856576
10469,Nicaragua,NIC,1999,4855717.87468247
10470,Netherlands,NLD,1999,446898572.341786
10471,Norway,NOR,1999,162284465.073341
10472,Nepal,NPL,1999,5033642.38410596
10474,New Zealand,NZL,1999,58762260.6258758
10475,OECD members,OED,1999,26826676781.8358
10476,Oman,OMN,1999,15710148.2444733
10477,Other small states,OSS,1999,80843311.4833934
10478,Pakistan,PAK,1999,62973855.718887396
10479,Panama,PAN,1999,12130252.2
10480,Peru,PER,1999,50187324.56788299
10481,Philippines,PHL,1999,82995145.79293409
10483,Papua New Guinea,PNG,1999,3477038.20401733
10484,Poland,POL,1999,169717677.900734
10485,Pre-demographic dividend,PRE,1999,211383387.052205
10486,Puerto Rico,PRI,1999,57841000.0
10488,Portugal,PRT,1999,127427343.91647099
10489,Paraguay,PRY,1999,8837070.235518921
10490,West Bank and Gaza,PSE,1999,4271200.0
10491,Pacific island small states,PSS,1999,3735824.8736143704
10492,Post-demographic dividend,PST,1999,25837310281.0517
10493,French Polynesia,PYF,1999,3797016.06869688
10494,Qatar,QAT,1999,12393131.8681319
10495,Romania,ROU,1999,35952781.5822083
10496,Russian Federation,RUS,1999,195907128.350934
10497,Rwanda,RWA,1999,1817654.5081644398
10498,South Asia,SAS,1999,598384655.116037
10499,Saudi Arabia,SAU,1999,161716960.0
10500,Sudan,SDN,1999,10682045.2583647
10501,Senegal,SEN,1999,6512207.62219727
10502,Singapore,SGP,1999,86284660.7669617
10503,Solomon Islands,SLB,1999,482214.09230896394
10504,Sierra Leone,SLE,1999,669384.76887263
10505,El Salvador,SLV,1999,11284197.0
10506,San Marino,SMR,1999,1215640.3153633098
10508,Serbia,SRB,1999,18409364.1469794
10509,Sub-Saharan Africa (excluding high income),SSA,1999,371884315.147997
10511,Sub-Saharan Africa,SSF,1999,372511676.71606606
10512,Small states,SST,1999,116499517.707951
10514,Suriname,SUR,1999,886290.6976744189
10515,Slovak Republic,SVK,1999,30453383.763051398
10516,Slovenia,SVN,1999,22711383.6519446
10517,Sweden,SWE,1999,272292917.312161
10518,Eswatini,SWZ,1999,1547884.44226205
10520,Seychelles,SYC,1999,622985.493682733
10521,Syrian Arab Republic,SYR,1999,15873875.968992202
10523,Chad,TCD,1999,1534673.5832487
10524,East Asia & Pacific (IDA & IBRD countries),TEA,1999,1573195381.4286
10525,Europe & Central Asia (IDA & IBRD countries),TEC,1999,820023796.4110179
10526,Togo,TGO,1999,1576094.5664854802
10527,Thailand,THA,1999,126668932.159508
10528,Tajikistan,TJK,1999,1086605.26740992
10529,Turkmenistan,TKM,1999,2450564.46758315
10530,Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,1968086400.05661
10532,Middle East & North Africa (IDA & IBRD countries),TMN,1999,431479326.903395
10533,Tonga,TON,1999,196686.674669868
10534,South Asia (IDA & IBRD),TSA,1999,598384655.116037
10535,Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,372511676.71606606
10536,Trinidad and Tobago,TTO,1999,6808982.52075759
10537,Tunisia,TUN,1999,22943685.719102997
10538,Turkey,TUR,1999,255884300.638529
10539,Tuvalu,TUV,1999,13687.141105877801
10540,Tanzania,TZA,1999,12711213.451033998
10541,Uganda,UGA,1999,5998563.257946589
10542,Ukraine,UKR,1999,31580639.045454
10543,Upper middle income,UMC,1999,4139935793.41614
10544,Uruguay,URY,1999,23983945.190620203
10545,United States,USA,1999,9630664202.0
10546,Uzbekistan,UZB,1999,17078465.9820282
10547,St. Vincent and the Grenadines,VCT,1999,390719.148148148
10548,"Venezuela, RB",VEN,1999,97976886.2473172
10551,Vietnam,VNM,1999,28683659.0067752
10552,Vanuatu,VUT,1999,267999.225256634
10553,World,WLD,1999,32542670419.598602
10554,Samoa,WSM,1999,258833.766580017
10556,"Yemen, Rep.",YEM,1999,7641102.52315082
10557,South Africa,ZAF,1999,136632320.70465302
10558,Zambia,ZMB,1999,3404311.9765494103
10559,Zimbabwe,ZWE,1999,6858013.1
10560,Aruba,ABW,2000,1873452.51396648
10562,Angola,AGO,2000,9129594.81860749
10563,Albania,ALB,2000,3480355.1886006305
10564,Andorra,AND,2000,1434429.70333518
10565,Arab World,ARB,2000,735131486.1728629
10566,United Arab Emirates,ARE,2000,104337372.362151
10567,Argentina,ARG,2000,284203750.0
10568,Armenia,ARM,2000,1911563.6653900603
10570,Antigua and Barbuda,ATG,2000,830158.777777778
10571,Australia,AUS,2000,415222633.92576796
10572,Austria,AUT,2000,196799778.883361
10573,Azerbaijan,AZE,2000,5272617.196045171
10574,Burundi,BDI,2000,870486.0658831369
10575,Belgium,BEL,2000,236204532.89110002
10576,Benin,BEN,2000,2569186.64286999
10577,Burkina Faso,BFA,2000,2628920.0561009804
10578,Bangladesh,BGD,2000,53369787.3186245
10579,Bulgaria,BGR,2000,13153016.5308718
10580,Bahrain,BHR,2000,9062898.93617021
10581,"Bahamas, The",BHS,2000,8076470.0
10582,Bosnia and Herzegovina,BIH,2000,5505887.89448893
10583,Belarus,BLR,2000,12736856.8279847
10584,Belize,BLZ,2000,832072.45
10585,Bermuda,BMU,2000,3480219.0
10586,Bolivia,BOL,2000,8397912.50909679
10587,Brazil,BRA,2000,655420645.4769061
10588,Barbados,BRB,2000,3121500.0
10589,Brunei Darussalam,BRN,2000,6001153.306264499
10590,Bhutan,BTN,2000,424464.08899786207
10591,Botswana,BWA,2000,5788329.60915755
10592,Central African Republic,CAF,2000,914500.299097034
10593,Canada,CAN,2000,742295468.3186321
10594,Central Europe and the Baltics,CEB,2000,427456000.37642497
10595,Switzerland,CHE,2000,272055305.542397
10596,Channel Islands,CHI,2000,6439703.434710239
10597,Chile,CHL,2000,77860932.15184711
10598,China,CHN,2000,1211346869.60524
10599,Cote d'Ivoire,CIV,2000,10717022.4626859
10600,Cameroon,CMR,2000,10083937.7400624
10601,"Congo, Dem. Rep.",COD,2000,19088046.3057971
10602,"Congo, Rep.",COG,2000,3219910.55039332
10603,Colombia,COL,2000,99886577.3307271
10604,Comoros,COM,2000,350264.28768733103
10605,Cabo Verde,CPV,2000,539227.277626411
10606,Costa Rica,CRI,2000,14949514.493331999
10607,Caribbean small states,CSS,2000,34177854.568474896
10608,Cuba,CUB,2000,30565400.0
10611,Cyprus,CYP,2000,9985844.486333651
10612,Czech Republic,CZE,2000,61649492.8165201
10613,Germany,DEU,2000,1943145384.1901598
10614,Djibouti,DJI,2000,551230.861856505
10615,Dominica,DMA,2000,333468.888888889
10616,Denmark,DNK,2000,164158739.09762302
10617,Dominican Republic,DOM,2000,24305116.7291851
10618,Algeria,DZA,2000,54786074.940207295
10619,East Asia & Pacific (excluding high income),EAP,2000,1735183819.24635
10620,Early-demographic dividend,EAR,2000,3295341926.87775
10621,East Asia & Pacific,EAS,2000,8280586884.14995
10622,Europe & Central Asia (excluding high income),ECA,2000,697944489.9874201
10623,Europe & Central Asia,ECS,2000,10028603054.7824
10624,Ecuador,ECU,2000,18327764.8824412
10625,"Egypt, Arab Rep.",EGY,2000,99838543.96007629
10626,Euro area,EMU,2000,6479735690.005099
10627,Eritrea,ERI,2000,706370.815584416
10628,Spain,ESP,2000,596877648.793072
10629,Estonia,EST,2000,5694069.84243988
10630,Ethiopia,ETH,2000,8242392.10368061
10631,European Union,EUU,2000,8915877426.66203
10632,Fragile and conflict affected situations,FCS,2000,219763500.649
10633,Finland,FIN,2000,125706651.92555699
10634,Fiji,FJI,2000,1684109.74349338
10635,France,FRA,2000,1362248940.48277
10636,Faroe Islands,FRO,2000,1058702.7254395
10637,"Micronesia, Fed. Sts.",FSM,2000,233271.79945728
10638,Gabon,GAB,2000,5067865.3207979
10639,United Kingdom,GBR,2000,1657816613.70858
10640,Georgia,GEO,2000,3057475.28878105
10641,Ghana,GHA,2000,4983024.40814828
10643,Guinea,GIN,2000,2995360.9691619896
10644,"Gambia, The",GMB,2000,782915.4024210951
10645,Guinea-Bissau,GNB,2000,370173.838651652
10646,Equatorial Guinea,GNQ,2000,1045998.4964387199
10647,Greece,GRC,2000,130133845.771144
10648,Grenada,GRD,2000,520044.37037037004
10649,Greenland,GRL,2000,1068030.82975591
10650,Guatemala,GTM,2000,19288827.1589035
10652,Guyana,GUY,2000,712667.896727512
10653,High income,HIC,2000,27591522188.3357
10654,"Hong Kong SAR, China",HKG,2000,171668164.082555
10655,Honduras,HND,2000,7103507.9890504405
10656,Heavily indebted poor countries (HIPC),HPC,2000,162903185.152443
10657,Croatia,HRV,2000,21669159.3075371
10658,Haiti,HTI,2000,3953846.31066081
10659,Hungary,HUN,2000,47218405.8924258
10660,IBRD only,IBD,2000,5804811935.84163
10661,IDA & IBRD total,IBT,2000,6262883219.02532
10662,IDA total,IDA,2000,460240862.69885707
10663,IDA blend,IDB,2000,200554559.12669
10664,Indonesia,IDN,2000,165021012.07781
10665,IDA only,IDX,2000,258137157.08357
10666,Isle of Man,IMN,2000,1563667.7996157801
10667,India,IND,2000,468394937.26237
10669,Ireland,IRL,2000,99852958.3563663
10670,"Iran, Islamic Rep.",IRN,2000,109591707.802233
10672,Iceland,ISL,2000,9003639.47542485
10673,Israel,ISR,2000,132343042.748878
10674,Italy,ITA,2000,1143829832.3198798
10675,Jamaica,JAM,2000,8985352.83194058
10676,Jordan,JOR,2000,8579280.677009871
10677,Japan,JPN,2000,4887519660.744861
10678,Kazakhstan,KAZ,2000,18291990.619137
10679,Kenya,KEN,2000,12705357.1030056
10680,Kyrgyz Republic,KGZ,2000,1369688.49806778
10681,Cambodia,KHM,2000,3677897.7390762796
10682,Kiribati,KIR,2000,67254.1743970315
10683,St. Kitts and Nevis,KNA,2000,433520.483446409
10684,"Korea, Rep.",KOR,2000,561633125.8399941
10685,Kuwait,KWT,2000,37712842.2425033
10686,Latin America & Caribbean (excluding high income),LAC,2000,2082504909.03851
10687,Lao PDR,LAO,2000,1731198.02245494
10688,Lebanon,LBN,2000,17260364.8424544
10689,Liberia,LBR,2000,874000.0
10690,Libya,LBY,2000,38270206.95041
10691,St. Lucia,LCA,2000,834327.296296296
10692,Latin America & Caribbean,LCN,2000,2288265364.99799
10693,Least developed countries: UN classification,LDC,2000,212611447.480803
10694,Low income,LIC,2000,138196665.502507
10695,Liechtenstein,LIE,2000,2483953.10279488
10696,Sri Lanka,LKA,2000,16330814.179976601
10697,Lower middle income,LMC,2000,1292316118.61627
10698,Low & middle income,LMY,2000,5985809227.68277
10699,Lesotho,LSO,2000,887295.2678751551
10700,Late-demographic dividend,LTE,2000,3402271202.6811
10701,Lithuania,LTU,2000,11539211.4803625
10702,Luxembourg,LUX,2000,21263514.8332412
10703,Latvia,LVA,2000,7934206.2572421795
10704,"Macao SAR, China",MAC,2000,6720492.40583611
10706,Morocco,MAR,2000,38857251.3363448
10707,Monaco,MCO,2000,2647883.81557966
10708,Moldova,MDA,2000,1288429.39179951
10709,Madagascar,MDG,2000,3877673.5390908397
10710,Maldives,MDV,2000,624337.145284622
10711,Middle East & North Africa,MEA,2000,966989149.486115
10712,Mexico,MEX,2000,707906744.5746441
10713,Marshall Islands,MHL,2000,115347.5
10714,Middle income,MIC,2000,5850851480.98369
10715,North Macedonia,MKD,2000,3772851.4202476298
10716,Mali,MLI,2000,2954129.56582965
10717,Malta,MLT,2000,4306192.435822071
10718,Myanmar,MMR,2000,8905066.16358643
10719,Middle East & North Africa (excluding high income),MNA,2000,451599894.075527
10720,Montenegro,MNE,2000,984297.589359934
10721,Mongolia,MNG,2000,1136896.1236129801
10723,Mozambique,MOZ,2000,5553894.130240621
10724,Mauritania,MRT,2000,1293654.1768843802
10725,Mauritius,MUS,2000,4663313.62001707
10726,Malawi,MWI,2000,1743506.53132652
10727,Malaysia,MYS,2000,93789736.8421053
10728,North America,NAC,2000,10998121151.3186
10729,Namibia,NAM,2000,3833993.7029885603
10730,New Caledonia,NCL,2000,2682347.0643642
10731,Niger,NER,2000,1798374.4683636199
10732,Nigeria,NGA,2000,69448756.9325833
10733,Nicaragua,NIC,2000,5107329.0070922
10734,Netherlands,NLD,2000,416442786.069652
10735,Norway,NOR,2000,171247131.268604
10736,Nepal,NPL,2000,5494252.207905021
10738,New Zealand,NZL,2000,52623281.956703104
10739,OECD members,OED,2000,27384545775.766
10740,Oman,OMN,2000,19507412.2236671
10741,Other small states,OSS,2000,91477185.7674148
10742,Pakistan,PAK,2000,73952374.9697995
10743,Panama,PAN,2000,12304115.0
10744,Peru,PER,2000,51744749.133213
10745,Philippines,PHL,2000,81026300.3100109
10746,Palau,PLW,2000,146113.7
10747,Papua New Guinea,PNG,2000,3521339.6990740704
10748,Poland,POL,2000,171885598.58263698
10749,Pre-demographic dividend,PRE,2000,240813978.42838
10750,Puerto Rico,PRI,2000,61701800.0
10752,Portugal,PRT,2000,118310710.337203
10753,Paraguay,PRY,2000,8855705.13955857
10754,West Bank and Gaza,PSE,2000,4313600.0
10755,Pacific island small states,PSS,2000,3449893.38240009
10756,Post-demographic dividend,PST,2000,26267528074.0143
10757,French Polynesia,PYF,2000,3447543.1379415
10758,Qatar,QAT,2000,17759890.1098901
10759,Romania,ROU,2000,37253259.0169976
10760,Russian Federation,RUS,2000,259710142.19694299
10761,Rwanda,RWA,2000,1734938.6522116498
10762,South Asia,SAS,2000,622357623.652932
10763,Saudi Arabia,SAU,2000,189514926.213333
10764,Sudan,SDN,2000,12257418.3260734
10765,Senegal,SEN,2000,5924239.70081588
10766,Singapore,SGP,2000,96074477.9582366
10767,Solomon Islands,SLB,2000,435103.853485036
10768,Sierra Leone,SLE,2000,635874.0021987479
10769,El Salvador,SLV,2000,11784927.7
10770,San Marino,SMR,2000,1101897.91781832
10772,Serbia,SRB,2000,6540247.19033529
10773,Sub-Saharan Africa (excluding high income),SSA,2000,396327554.65632105
10775,Sub-Saharan Africa,SSF,2000,396946333.435128
10776,Small states,SST,2000,129152752.447675
10778,Suriname,SUR,2000,947671.9696969698
10779,Slovak Republic,SVK,2000,29169953.0127142
10780,Slovenia,SVN,2000,20289627.6366767
10781,Sweden,SWE,2000,261337451.703739
10782,Eswatini,SWZ,2000,1738100.8480972098
10784,Seychelles,SYC,2000,614879.7647800059
10785,Syrian Arab Republic,SYR,2000,19325894.9131254
10787,Chad,TCD,2000,1385058.16176746
10788,East Asia & Pacific (IDA & IBRD countries),TEA,2000,1731606626.14174
10789,Europe & Central Asia (IDA & IBRD countries),TEC,2000,891499247.877595
10790,Togo,TGO,2000,1488185.77247585
10791,Thailand,THA,2000,126392308.497749
10792,Tajikistan,TJK,2000,860521.119298753
10793,Turkmenistan,TKM,2000,2904662.60482053
10794,Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,2174345829.48639
10795,Timor-Leste,TLS,2000,439646.1
10796,Middle East & North Africa (IDA & IBRD countries),TMN,2000,447236568.459826
10797,Tonga,TON,2000,202363.49216033198
10798,South Asia (IDA & IBRD),TSA,2000,622357623.652932
10799,Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,396946333.435128
10800,Trinidad and Tobago,TTO,2000,8154338.23295978
10801,Tunisia,TUN,2000,21473188.8815933
10802,Turkey,TUR,2000,272979390.333738
10803,Tuvalu,TUV,2000,13742.0570500928
10804,Tanzania,TZA,2000,13375976.3536994
10805,Uganda,UGA,2000,6193246.837096871
10806,Ukraine,UKR,2000,31261527.363143995
