,Year,Country.Code,Commodity.Code,Animal.health,Consumer.information,Cost.saving,Food.safety,Harmonization,Labelling,Lower.barriers.to.trade,National.security.requirements,Not.specified,Other,Plant.protection,Prevention.of.deceptive.practices.and.consumer.protection,Protect.humans.from.animal.plant.pest.or.disease,Protect.territory.from.other.damage.from.pests,Protection.of.animal.or.plant.life.or.health,Protection.of.Human.health.or.Safety,Protection.of.the.environment,Quality.requirements,Trade.Value..US..,gdp_d,gdp_o,comrelig,gatt_d,gatt_o,eu_d,Origin,distw,ln_gdp_o,ln_gdp_d,ln_trade,ln_dist,contig,ln_Tariff
4514,2011,URY,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18555,47236710400.0,2476694831104.0,0.52317,1.0,1.0,0.0,BRA,2167.73100286436,28.5379460578382,24.578437189949103,9.8284945734947,7.68143627869188,0,0.0
4515,2011,USA,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1265329,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,14.050842725380399,8.998200294284679,0,0.0
4516,2011,USA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,49567164,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,17.7188391563367,8.998200294284679,0,2.4318574286981804
4517,2011,USA,6,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,4932110,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.4112774463429,8.998200294284679,0,0.0
4518,2011,USA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2543147,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,14.7489128484748,8.998200294284679,0,1.65632149833295
4519,2011,USA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,217002172,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,19.195417920671197,8.998200294284679,0,0.0769610411361284
4520,2011,USA,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.00995033085316809
4522,2011,USA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4523,2011,USA,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4524,2011,USA,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4525,2011,USA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4526,2011,USA,10,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4527,2011,USA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4543,2011,USA,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4544,2011,USA,10,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4584,2011,USA,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3791040,15517900341248.0,2476694831104.0,0.280848,1.0,1.0,0.0,BRA,8088.513875954441,28.5379460578382,30.373015334240698,15.148150945748501,8.998200294284679,0,0.0
4609,2011,VNM,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3791040,135539490816.0,2476694831104.0,0.034332003,1.0,1.0,0.0,BRA,16837.643879438798,28.5379460578382,25.6325288799408,15.148150945748501,9.73137236586036,0,0.0
4618,2012,ALB,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3791040,12344529920.0,2248780808192.0,0.000205,1.0,1.0,0.0,BRA,9388.915093583679,28.441409322258302,23.2364788804442,15.148150945748501,9.14728502703773,0,0.0
4619,2012,ALB,10,12,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3791040,12344529920.0,2248780808192.0,0.000205,1.0,1.0,0.0,BRA,9388.915093583679,28.441409322258302,23.2364788804442,15.148150945748501,9.14728502703773,0,0.0
4620,2012,ALB,10,13,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3791040,12344529920.0,2248780808192.0,0.000205,1.0,1.0,0.0,BRA,9388.915093583679,28.441409322258302,23.2364788804442,15.148150945748501,9.14728502703773,0,0.0
4621,2012,ALB,10,12,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3791040,12344529920.0,2248780808192.0,0.000205,1.0,1.0,0.0,BRA,9388.915093583679,28.441409322258302,23.2364788804442,15.148150945748501,9.14728502703773,0,0.0
4632,2012,ARG,10,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3791040,603153039360.0,2248780808192.0,0.80533004,1.0,1.0,0.0,BRA,2391.84640317984,28.441409322258302,27.1254367980896,15.148150945748501,7.77982090029134,0,0.0
4637,2012,ARG,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3791040,603153039360.0,2248780808192.0,0.80533004,1.0,1.0,0.0,BRA,2391.84640317984,28.441409322258302,27.1254367980896,15.148150945748501,7.77982090029134,0,0.0
4640,2012,AUS,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,824,1534425956352.0,2248780808192.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,28.441409322258302,28.0591774572203,6.71417052990947,9.550146199499231,0,0.0
4641,2012,AUS,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2988092,1534425956352.0,2248780808192.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,28.441409322258302,28.0591774572203,14.910145614586801,9.550146199499231,0,0.0953101798043249
4642,2012,AUS,10,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2988092,1534425956352.0,2248780808192.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,28.441409322258302,28.0591774572203,14.910145614586801,9.550146199499231,0,0.0
4665,2012,AUS,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2988092,1534425956352.0,2248780808192.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,28.441409322258302,28.0591774572203,14.910145614586801,9.550146199499231,0,0.0
4666,2012,AUS,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2988092,1534425956352.0,2248780808192.0,0.26929000000000003,1.0,1.0,0.0,BRA,14046.748148935701,28.441409322258302,28.0591774572203,14.910145614586801,9.550146199499231,0,0.0
4729,2012,BRN,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2988092,16953952256.0,2248780808192.0,0.029178001000000002,1.0,1.0,0.0,BRA,17237.3507711105,28.441409322258302,23.5537668150381,14.910145614586801,9.75483386484062,0,0.0
4730,2012,CAN,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,42442674,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,17.5636648763228,9.042949136134661,0,1.25276296849537
4731,2012,CAN,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1800272,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,14.4034483225614,9.042949136134661,0,0.131028262406404
4732,2012,CAN,6,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,416441,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,12.9395000738921,9.042949136134661,0,0.683096844706444
4733,2012,CAN,7,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,717820,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.483974120221902,9.042949136134661,0,0.8796267475025641
4734,2012,CAN,8,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27465982,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,17.1284587787164,9.042949136134661,0,0.39204208777602395
4735,2012,CAN,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,286660,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,12.5660521234772,9.042949136134661,0,0.0
4736,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4739,2012,CAN,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4740,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4749,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4750,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4751,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4752,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4753,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4754,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4755,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4756,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4757,2012,CAN,11,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4758,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4759,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4760,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4761,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4762,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4763,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4769,2012,CAN,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4770,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4774,2012,CAN,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4775,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4776,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4777,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4778,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4779,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4780,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4781,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4782,2012,CAN,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,520026,1821445455872.0,2248780808192.0,0.420994,1.0,1.0,0.0,BRA,8458.68612473679,28.441409322258302,28.2306515083252,13.161634089307698,9.042949136134661,0,0.0
4785,2012,CHL,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8354,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.030495745057118,8.06968650739411,0,1.9459101490553101
4786,2012,CHL,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,1.9459101490553101
4787,2012,CHL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4788,2012,CHL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4789,2012,CHL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4790,2012,CHL,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4798,2012,CHL,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4799,2012,CHL,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4800,2012,CHL,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4817,2012,CHL,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4818,2012,CHL,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20151,266259267584.0,2248780808192.0,0.721598,1.0,1.0,0.0,BRA,3196.0997183790196,28.441409322258302,26.307736361191502,9.911009193934971,8.06968650739411,0,0.0
4819,2012,CHN,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55927,8229490262016.0,2248780808192.0,2.4e-05,1.0,1.0,0.0,BRA,17235.7780349487,28.441409322258302,29.7387451921278,10.9318025479004,9.7547426206619,0,2.6390573296152597
4820,2012,CHN,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3453147,8229490262016.0,2248780808192.0,2.4e-05,1.0,1.0,0.0,BRA,17235.7780349487,28.441409322258302,29.7387451921278,15.054796547142802,9.7547426206619,0,2.47989410796446
4821,2012,CHN,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18960753,8229490262016.0,2248780808192.0,2.4e-05,1.0,1.0,0.0,BRA,17235.7780349487,28.441409322258302,29.7387451921278,16.7578817691924,9.7547426206619,0,3.0445224377234195
4822,2012,CHN,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12028732412,8229490262016.0,2248780808192.0,2.4e-05,1.0,1.0,0.0,BRA,17235.7780349487,28.441409322258302,29.7387451921278,23.2105639924702,9.7547426206619,0,1.38629436111989
4826,2012,COL,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12028732412,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,23.2105639924702,8.36773537742442,0,0.0
4827,2012,COL,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1159893,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,13.9638383174487,8.36773537742442,1,2.77258872223978
4828,2012,COL,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,7.377758908227871,8.36773537742442,1,2.3978952727983702
4829,2012,COL,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,761581,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,13.543151814669098,8.36773537742442,1,2.77258872223978
4830,2012,COL,15,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25634909,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,17.0594656133594,8.36773537742442,1,3.00270788729042
4831,2012,COL,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25634909,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,17.0594656133594,8.36773537742442,1,0.0
4832,2012,COL,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25634909,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,17.0594656133594,8.36773537742442,1,0.0
4845,2012,COL,10,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,25634909,370328076288.0,2248780808192.0,0.84851,1.0,1.0,0.0,BRA,4305.87383389587,28.441409322258302,26.6376551423752,17.0594656133594,8.36773537742442,1,0.0
4846,2012,CRI,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25634909,45374787584.0,2248780808192.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.441409322258302,24.538222448176104,17.0594656133594,8.58829031959729,1,0.0
4847,2012,CRI,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25634909,45374787584.0,2248780808192.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.441409322258302,24.538222448176104,17.0594656133594,8.58829031959729,1,0.0
4848,2012,CRI,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,226055,45374787584.0,2248780808192.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.441409322258302,24.538222448176104,12.3285336114784,8.58829031959729,0,2.7080502011022096
4849,2012,CRI,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226055,45374787584.0,2248780808192.0,0.79691005,1.0,1.0,0.0,BRA,5368.427529621121,28.441409322258302,24.538222448176104,12.3285336114784,8.58829031959729,0,0.0
4861,2012,CZE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1873689,206751367168.0,2248780808192.0,0.34601602,1.0,1.0,1.0,BRA,9621.807466455079,28.441409322258302,26.054782783491,14.4434197728323,9.17178741233722,0,0.0
4862,2012,DOM,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57566,60331667456.0,2248780808192.0,0.84870803,1.0,1.0,0.0,BRA,4981.9760238121,28.441409322258302,24.823122967936396,10.9606873946237,8.51358188324774,0,0.0
4863,2012,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4864,2012,ECU,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4869,2012,ECU,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4870,2012,ECU,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4904,2012,ECU,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4905,2012,ECU,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4906,2012,ECU,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
4907,2012,ECU,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57566,87623409664.0,2248780808192.0,0.84715205,1.0,1.0,0.0,BRA,4265.7424553772,28.441409322258302,25.196314032795502,10.9606873946237,8.35837152575486,0,0.0
